,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
748,Accepted-In Progress,complete,Ewa-Org line G3,2012-02-04 09:27:58+00:00,Accepted-In Progress,Ewa,Org line G3,1-382442048,Variant 68,68,Fluxicon Disco
749,Completed-Closed,complete,Ewa-Org line G3,2012-02-04 09:30:03+00:00,Completed-Closed,Ewa,Org line G3,1-382442048,Variant 68,68,Fluxicon Disco
750,Accepted-In Progress,complete,Susanne-Org line G4,2010-07-01 10:20:33+00:00,Accepted-In Progress,Susanne,Org line G4,1-383789251,Variant 1,1,Fluxicon Disco
751,Completed-Closed,complete,Susanne-Org line G4,2012-01-09 14:31:04+00:00,Completed-Closed,Susanne,Org line G4,1-383789251,Variant 1,1,Fluxicon Disco
752,Accepted-In Progress,complete,Jacob-Org line C,2010-07-02 11:43:45+00:00,Accepted-In Progress,Jacob,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
753,Accepted-In Progress,complete,Jacob-Org line C,2010-07-06 13:07:31+00:00,Accepted-In Progress,Jacob,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
754,Queued-Awaiting Assignment,complete,Mårten-Org line C,2010-07-22 07:34:35+00:00,Queued-Awaiting Assignment,Mårten,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
755,Queued-Awaiting Assignment,complete,Mårten-Org line C,2010-07-22 07:43:19+00:00,Queued-Awaiting Assignment,Mårten,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
756,Accepted-Assigned,complete,David-Org line C,2010-07-22 07:43:20+00:00,Accepted-Assigned,David,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
757,Accepted-In Progress,complete,David-Org line C,2010-07-22 12:16:40+00:00,Accepted-In Progress,David,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
758,Accepted-Assigned,complete,Mikael-Org line C,2010-07-23 16:20:27+00:00,Accepted-Assigned,Mikael,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
759,Accepted-Assigned,complete,Per-Org line C,2010-07-26 07:55:13+00:00,Accepted-Assigned,Per,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
760,Accepted-Assigned,complete,Mikael-Org line C,2010-08-06 14:45:05+00:00,Accepted-Assigned,Mikael,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
761,Accepted-Assigned,complete,Jonas-Org line C,2011-03-10 15:02:06+00:00,Accepted-Assigned,Jonas,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
762,Accepted-In Progress,complete,Jonas-Org line C,2011-03-29 08:44:20+00:00,Accepted-In Progress,Jonas,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
763,Accepted-Wait,complete,Jonas-Org line C,2011-04-13 13:23:07+00:00,Accepted-Wait,Jonas,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
764,Accepted-Assigned,complete,Mattias-Org line C,2011-05-03 09:39:43+00:00,Accepted-Assigned,Mattias,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
765,Accepted-In Progress,complete,Jonny-Org line C,2011-09-14 10:04:32+00:00,Accepted-In Progress,Jonny,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
766,Accepted-Assigned,complete,Erik-Org line C,2011-12-27 08:22:53+00:00,Accepted-Assigned,Erik,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
767,Accepted-Wait,complete,Erik-Org line C,2011-12-27 08:37:48+00:00,Accepted-Wait,Erik,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
768,Completed-Closed,complete,Erik-Org line C,2012-02-17 15:27:41+00:00,Completed-Closed,Erik,Org line C,1-384097130,Variant 119,119,Fluxicon Disco
769,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-06 07:43:18+00:00,Accepted-In Progress,Carolyn,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
770,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-06 07:49:13+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
771,Accepted-In Progress,complete,Naga-Org line G3,2010-07-06 18:36:46+00:00,Accepted-In Progress,Naga,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
772,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-06 18:42:20+00:00,Accepted-Assigned,Carolyn,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
773,Accepted-In Progress,complete,Renee-Org line G3,2011-03-16 16:45:07+00:00,Accepted-In Progress,Renee,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
774,Completed-Closed,complete,Renee-Org line G3,2011-03-16 16:45:08+00:00,Completed-Closed,Renee,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
775,Accepted-In Progress,complete,Santhosh-Org line G3,2011-04-07 11:41:01+00:00,Accepted-In Progress,Santhosh,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
776,Queued-Awaiting Assignment,complete,Hannes-Org line A2,2011-04-07 11:43:44+00:00,Queued-Awaiting Assignment,Hannes,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
777,Accepted-Assigned,complete,Y-Org line A2,2011-04-08 10:08:24+00:00,Accepted-Assigned,Y,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
778,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-04-08 10:26:56+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-384757914,Variant 120,120,Fluxicon Disco
779,Accepted-In Progress,complete,Santhosh-Org line A2,2011-04-08 13:19:05+00:00,Accepted-In Progress,Santhosh,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
780,Accepted-Assigned,complete,Carolyn-Org line A2,2011-04-08 13:19:54+00:00,Accepted-Assigned,Carolyn,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
781,Accepted-In Progress,complete,Ewa-Org line A2,2012-02-04 09:31:58+00:00,Accepted-In Progress,Ewa,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
782,Completed-Closed,complete,Ewa-Org line A2,2012-02-04 09:37:38+00:00,Completed-Closed,Ewa,Org line A2,1-384757914,Variant 120,120,Fluxicon Disco
783,Accepted-In Progress,complete,Joakim-Org line G4,2010-07-08 02:50:41+00:00,Accepted-In Progress,Joakim,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
784,Queued-Awaiting Assignment,complete,Joakim-Org line G4,2010-07-08 03:04:25+00:00,Queued-Awaiting Assignment,Joakim,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
785,Accepted-Assigned,complete,Mikael-Org line G4,2010-07-09 13:06:01+00:00,Accepted-Assigned,Mikael,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
786,Accepted-Assigned,complete,Per-Org line G4,2010-09-07 11:57:19+00:00,Accepted-Assigned,Per,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
787,Accepted-In Progress,complete,Per-Org line G4,2010-09-23 08:26:35+00:00,Accepted-In Progress,Per,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
788,Accepted-Wait,complete,Per-Org line G4,2010-12-05 12:27:07+00:00,Accepted-Wait,Per,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
789,Completed-Closed,complete,Per-Org line G4,2012-01-26 10:39:55+00:00,Completed-Closed,Per,Org line G4,1-385201933,Variant 121,121,Fluxicon Disco
790,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-08 09:42:58+00:00,Accepted-In Progress,Carolyn,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
791,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-08 09:48:38+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
792,Accepted-In Progress,complete,Kannan-Org line G3,2010-07-08 11:06:09+00:00,Accepted-In Progress,Kannan,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
793,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-08 11:06:14+00:00,Accepted-Assigned,Carolyn,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
794,Accepted-In Progress,complete,Ewa-Org line G3,2012-02-04 09:38:18+00:00,Accepted-In Progress,Ewa,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
795,Completed-Closed,complete,Ewa-Org line G3,2012-02-04 09:40:10+00:00,Completed-Closed,Ewa,Org line G3,1-385311756,Variant 2,2,Fluxicon Disco
796,Accepted-In Progress,complete,Pekka-Org line V2,2010-07-08 11:53:30+00:00,Accepted-In Progress,Pekka,Org line V2,1-385278464,Variant 1,1,Fluxicon Disco
797,Completed-Closed,complete,Pekka-Org line V2,2012-02-09 08:42:24+00:00,Completed-Closed,Pekka,Org line V2,1-385278464,Variant 1,1,Fluxicon Disco
798,Accepted-In Progress,complete,Lena-Org line A2,2010-07-15 08:35:37+00:00,Accepted-In Progress,Lena,Org line A2,1-386495623,Variant 3,3,Fluxicon Disco
799,Accepted-Wait,complete,Lena-Org line A2,2010-07-15 08:39:54+00:00,Accepted-Wait,Lena,Org line A2,1-386495623,Variant 3,3,Fluxicon Disco
800,Completed-Closed,complete,Lena-Org line A2,2012-03-20 15:18:28+00:00,Completed-Closed,Lena,Org line A2,1-386495623,Variant 3,3,Fluxicon Disco
801,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-16 13:46:05+00:00,Accepted-In Progress,Carolyn,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
802,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-16 13:50:47+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
803,Accepted-In Progress,complete,Kannan-Org line G3,2010-07-20 13:46:26+00:00,Accepted-In Progress,Kannan,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
804,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-20 13:46:31+00:00,Accepted-Assigned,Carolyn,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
805,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 12:58:35+00:00,Accepted-In Progress,Ewa,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
806,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 13:36:28+00:00,Accepted-In Progress,Ewa,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
807,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 13:36:29+00:00,Completed-Closed,Ewa,Org line G3,1-386782865,Variant 122,122,Fluxicon Disco
808,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-26 08:55:31+00:00,Accepted-In Progress,Carolyn,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
809,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-26 09:00:53+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
810,Accepted-In Progress,complete,Naga-Org line G3,2010-07-26 23:50:41+00:00,Accepted-In Progress,Naga,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
811,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-26 23:53:16+00:00,Accepted-Assigned,Carolyn,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
812,Queued-Awaiting Assignment,complete,Hannes-Org line A2,2011-04-12 14:00:23+00:00,Queued-Awaiting Assignment,Hannes,Org line A2,1-388028918,Variant 57,57,Fluxicon Disco
813,Accepted-Assigned,complete,Jayalakshmi-Org line A2,2011-04-12 14:00:40+00:00,Accepted-Assigned,Jayalakshmi,Org line A2,1-388028918,Variant 57,57,Fluxicon Disco
814,Accepted-Wait,complete,Jayalakshmi-Org line A2,2011-04-19 10:57:10+00:00,Accepted-Wait,Jayalakshmi,Org line A2,1-388028918,Variant 57,57,Fluxicon Disco
815,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-05-18 09:32:01+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
816,Accepted-In Progress,complete,Padmanabha-Org line G3,2011-05-18 10:27:24+00:00,Accepted-In Progress,Padmanabha,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
817,Accepted-Assigned,complete,Carolyn-Org line G3,2011-05-18 10:27:30+00:00,Accepted-Assigned,Carolyn,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
818,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 13:39:11+00:00,Accepted-In Progress,Ewa,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
819,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 14:45:01+00:00,Completed-Closed,Ewa,Org line G3,1-388028918,Variant 57,57,Fluxicon Disco
820,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-27 11:50:20+00:00,Accepted-In Progress,Carolyn,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
821,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-27 11:54:23+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
822,Accepted-In Progress,complete,Kannan-Org line G3,2010-07-27 12:08:22+00:00,Accepted-In Progress,Kannan,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
823,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-27 12:08:30+00:00,Accepted-Assigned,Carolyn,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
824,Queued-Awaiting Assignment,complete,Niklas-Org line A2,2010-08-18 10:29:41+00:00,Queued-Awaiting Assignment,Niklas,Org line A2,1-388230583,Variant 123,123,Fluxicon Disco
825,Accepted-Assigned,complete,Manjunath-Org line A2,2010-08-18 10:39:40+00:00,Accepted-Assigned,Manjunath,Org line A2,1-388230583,Variant 123,123,Fluxicon Disco
826,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-08-23 13:24:12+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
827,Accepted-In Progress,complete,Kannan-Org line A2,2010-08-23 14:12:32+00:00,Accepted-In Progress,Kannan,Org line A2,1-388230583,Variant 123,123,Fluxicon Disco
828,Accepted-In Progress,complete,Carolyn-Org line G3,2010-08-23 14:13:39+00:00,Accepted-In Progress,Carolyn,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
829,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-31 08:04:00+00:00,Accepted-In Progress,Ewa,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
830,Completed-Closed,complete,Ewa-Org line G3,2012-01-31 08:05:54+00:00,Completed-Closed,Ewa,Org line G3,1-388230583,Variant 123,123,Fluxicon Disco
831,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-30 07:46:42+00:00,Accepted-In Progress,Carolyn,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
832,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-30 07:50:43+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
833,Accepted-In Progress,complete,Kannan-Org line G3,2010-07-30 12:43:09+00:00,Accepted-In Progress,Kannan,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
834,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-30 12:43:18+00:00,Accepted-Assigned,Carolyn,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
835,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 14:48:15+00:00,Accepted-In Progress,Ewa,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
836,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 14:48:48+00:00,Completed-Closed,Ewa,Org line G3,1-388644366,Variant 2,2,Fluxicon Disco
837,Accepted-In Progress,complete,Carolyn-Org line G3,2010-07-30 11:19:33+00:00,Accepted-In Progress,Carolyn,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
838,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-07-30 11:35:28+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
839,Accepted-In Progress,complete,Kannan-Org line G3,2010-07-30 12:23:52+00:00,Accepted-In Progress,Kannan,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
840,Accepted-Assigned,complete,Carolyn-Org line G3,2010-07-30 12:23:59+00:00,Accepted-Assigned,Carolyn,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
841,Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 12:58:22+00:00,Accepted-In Progress,Ewa,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
842,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 13:29:56+00:00,Completed-Closed,Ewa,Org line G3,1-388724672,Variant 2,2,Fluxicon Disco
843,Accepted-In Progress,complete,Carolyn-Org line G3,2010-08-03 09:23:32+00:00,Accepted-In Progress,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
844,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-08-03 09:33:47+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
845,Accepted-In Progress,complete,Kannan-Org line G3,2010-08-03 10:56:56+00:00,Accepted-In Progress,Kannan,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
846,Accepted-Assigned,complete,Carolyn-Org line G3,2010-08-03 10:57:02+00:00,Accepted-Assigned,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
847,Accepted-In Progress,complete,Kannan-Org line G3,2010-08-11 13:01:08+00:00,Accepted-In Progress,Kannan,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
848,Accepted-Wait,complete,Kannan-Org line G3,2010-09-20 12:43:53+00:00,Accepted-Wait,Kannan,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
849,Accepted-Assigned,complete,Carolyn-Org line G3,2010-09-20 12:44:35+00:00,Accepted-Assigned,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
850,Accepted-In Progress,complete,Santhosh-Org line A2,2010-09-29 17:42:02+00:00,Accepted-In Progress,Santhosh,Org line A2,1-389195082,Variant 124,124,Fluxicon Disco
851,Accepted-Assigned,complete,Manjunath-Org line A2,2010-09-29 17:43:46+00:00,Accepted-Assigned,Manjunath,Org line A2,1-389195082,Variant 124,124,Fluxicon Disco
852,Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-10-05 12:06:25+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
853,Accepted-In Progress,complete,Kannan-Org line G3,2010-10-13 14:00:10+00:00,Accepted-In Progress,Kannan,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
854,Accepted-Assigned,complete,Carolyn-Org line G3,2010-10-13 14:00:17+00:00,Accepted-Assigned,Carolyn,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
855,Accepted-In Progress,complete,Ewa-Org line G3,2012-02-04 09:43:42+00:00,Accepted-In Progress,Ewa,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
856,Completed-Closed,complete,Ewa-Org line G3,2012-02-04 09:46:56+00:00,Completed-Closed,Ewa,Org line G3,1-389195082,Variant 124,124,Fluxicon Disco
857,Accepted-In Progress,complete,Åsa-Org line C,2010-08-09 15:20:59+00:00,Accepted-In Progress,Åsa,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
858,Queued-Awaiting Assignment,complete,Åsa-Org line C,2010-08-09 15:21:46+00:00,Queued-Awaiting Assignment,Åsa,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
859,Accepted-In Progress,complete,Stephen-Org line C,2010-08-09 15:21:55+00:00,Accepted-In Progress,Stephen,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
860,Accepted-Wait,complete,Stephen-Org line C,2010-08-12 13:09:54+00:00,Accepted-Wait,Stephen,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
861,Accepted-In Progress,complete,Åsa-Org line C,2010-08-18 09:28:28+00:00,Accepted-In Progress,Åsa,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
862,Accepted-Assigned,complete,Stephen-Org line C,2010-08-18 09:28:48+00:00,Accepted-Assigned,Stephen,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
863,Accepted-In Progress,complete,Stephen-Org line C,2010-08-18 13:42:02+00:00,Accepted-In Progress,Stephen,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
864,Accepted-Assigned,complete,Åsa-Org line C,2011-01-06 11:42:00+00:00,Accepted-Assigned,Åsa,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
865,Accepted-Assigned,complete,Magnus-Org line C,2011-01-10 09:31:14+00:00,Accepted-Assigned,Magnus,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
866,Accepted-In Progress,complete,Mica-Org line C,2011-09-14 10:04:06+00:00,Accepted-In Progress,Mica,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
867,Accepted-Assigned,complete,Mårten-Org line C,2011-10-18 12:16:24+00:00,Accepted-Assigned,Mårten,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
868,Accepted-In Progress,complete,Mica-Org line C,2011-10-18 12:16:31+00:00,Accepted-In Progress,Mica,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
869,Completed-Closed,complete,Mica-Org line C,2012-01-18 08:45:44+00:00,Completed-Closed,Mica,Org line C,1-390250582,Variant 125,125,Fluxicon Disco
870,Accepted-In Progress,complete,Christer-Org line G4,2010-08-11 08:39:44+00:00,Accepted-In Progress,Christer,Org line G4,1-390722958,Variant 6,6,Fluxicon Disco
871,Accepted-Assigned,complete,Christer-Org line G4,2012-01-16 13:43:19+00:00,Accepted-Assigned,Christer,Org line G4,1-390722958,Variant 6,6,Fluxicon Disco
872,Accepted-In Progress,complete,Christer-Org line G4,2012-03-23 12:53:11+00:00,Accepted-In Progress,Christer,Org line G4,1-390722958,Variant 6,6,Fluxicon Disco
873,Completed-Closed,complete,Christer-Org line G4,2012-03-23 12:54:08+00:00,Completed-Closed,Christer,Org line G4,1-390722958,Variant 6,6,Fluxicon Disco
874,Accepted-In Progress,complete,Carolyn-Org line G3,2010-08-11 12:41:13+00:00,Accepted-In Progress,Carolyn,Org line G3,1-390819078,Variant 57,57,Fluxicon Disco
